title,year,rating
Le battement d'ailes du papillon,2000,3.6
Meet the Parents,2000,3.6
Km. 0,2000,3.6
The Eyes of Tammy Faye,2000,3.6
101 Reykjavík,2000,3.6
Two Family House,2000,3.6
A Rumor of Angels,2000,3.6
Chocolat,2000,3.6
Escaflowne,2000,3.6
The Dish,2000,3.6
Meet the Parents,2000,3.6
The Ballad of Ramblin' Jack,2000,3.6
Bamboozled,2000,3.6
The Broken Hearts Club: A Romantic Comedy,2000,3.6
Harrison's Flowers,2000,3.6
Steal This Movie,2000,3.6
An Everlasting Piece,2000,3.6
Shun liu Ni liu,2000,3.6
Urbania,2000,3.6
La veuve de Saint-Pierre,2000,3.6
Where the Heart Is,2000,3.5
Traffic,2000,3.5
Center Stage,2000,3.5
Greenfingers,2000,3.5
Traffic,2000,3.5
Die Stille nach dem Schuß,2000,3.5
The Contender,2000,3.5
Pay It Forward,2000,3.5
Gone in Sixty Seconds,2000,3.5
Wo hu cang long,2000,3.5
Wonder Boys,2000,3.5
Cast Away,2000,3.5
Down from the Mountain,2000,3.5
Gone in Sixty Seconds,2000,3.5
Shadow Magic,2000,3.5
The Luzhin Defence,2000,3.5
Erin Brockovich,2000,3.5
Waydowntown,2000,3.5
Esther Kahn,2000,3.5
The House of Mirth,2000,3.5
Les rivières pourpres,2000,3.5
Where the Heart Is,2000,3.5
Krámpack,2000,3.5
Adanggaman,2000,3.5
Merci pour le chocolat,2000,3.5
Frequency,2000,3.4
Pitch Black,2000,3.4
Billy Elliot,2000,3.4
The Million Dollar Hotel,2000,3.4
Boiler Room,2000,3.4
Final Destination,2000,3.4
What's Cooking?,2000,3.4
The Man Who Cried,2000,3.4
Ginger Snaps,2000,3.4
Tigerland,2000,3.4
Thirteen Days,2000,3.4
Bangrajan,2000,3.4
Iedereen beroemd!,2000,3.4
The Amati Girls,2000,3.4
Bootmen,2000,3.4
Vatel,2000,3.4
Fast Food Fast Women,2000,3.4
Eu Tu Eles,2000,3.4
Drôle de Félix,2000,3.4
Shadow of the Vampire,2000,3.4
The Emperor's New Groove,2000,3.4
Finding Forrester,2000,3.4
The Tao of Steve,2000,3.4
Joe Gould's Secret,2000,3.4
Cecil B. DeMented,2000,3.4
Return to Me,2000,3.3
The King Is Alive,2000,3.3
La virgen de los sicarios,2000,3.3
The Specials,2000,3.3
When Brendan Met Trudy,2000,3.3
Citizen Toxie: The Toxic Avenger IV,2000,3.3
The Turandot Project,2000,3.3
A Shot at Glory,2000,3.3
Road Trip,2000,3.3
Keep the River on Your Right: A Modern Cannibal Tale,2000,3.3
Crime and Punishment in Suburbia,2000,3.3
State and Main,2000,3.3
Unbreakable,2000,3.3
Psycho Beach Party,2000,3.3
Road Trip,2000,3.3
The Way of the Gun,2000,3.3
Psycho Beach Party,2000,3.3
Road Trip,2000,3.3
Born Romantic,2000,3.3
Titan A.E.,2000,3.2
Next Friday,2000,3.2
The Tigger Movie,2000,3.2
The Whole Nine Yards,2000,3.2
Hyôryû-gai,2000,3.2
Diamond Men,2000,3.2
Rules of Engagement,2000,3.2
Bossa Nova,2000,3.2
Small Time Crooks,2000,3.2
Shanghai Noon,2000,3.2
Big Momma's House,2000,3.2
Chuck & Buck,2000,3.2
Coyote Ugly,2000,3.2
Animal Factory,2000,3.2
Coyote Ugly,2000,3.2
Under Suspicion,2000,3.2
Under Suspicion,2000,3.2
The Legend of Bagger Vance,2000,3.2
Boys Life 3,2000,3.2
Miss Congeniality,2000,3.2
Lakeboat,2000,3.2
Left Behind,2000,3.2
The Road to El Dorado,2000,3.1
Famous,2000,3.1
"Me, Myself & Irene",2000,3.1
The Replacements,2000,3.1
Passion of Mind,2000,3.1
The Opportunists,2000,3.1
The Gift,2000,3.1
What Women Want,2000,3.1
The Family Man,2000,3.1
U-571,2000,3.1
Romeo Must Die,2000,3.1
Here on Earth,2000,3.1
Mad About Mambo,2000,3.1
The Road to El Dorado,2000,3.1
"Me, Myself & Irene",2000,3.1
3 Strikes,2000,3.1
Bring It On,2000,3.1
What Lies Beneath,2000,3.1
Luminarias,2000,3.1
My Dog Skip,2000,3.1
The Claim,2000,3.1
The Closer You Get,2000,3.1
How the Grinch Stole Christmas,2000,3.1
Les destinées sentimentales,2000,3.1
Little Nicky,2000,3.1
How the Grinch Stole Christmas,2000,3.1
Love's Labour's Lost,2000,3.1
Maybe Baby,2000,3.1
Space Cowboys,2000,3.0
Signs & Wonders,2000,3.0
Up at the Villa,2000,3.0
Beautiful Creatures,2000,3.0
Dinosaur,2000,3.0
The Golden Bowl,2000,3.0
Chicken Run,2000,3.0
Scary Movie,2000,3.0
Dancing at the Blue Iguana,2000,3.0
The Weight of Water,2000,3.0
Prince of Central Park,2000,3.0
La captive,2000,3.0
Timecode,2000,3.0
Where the Money Is,2000,3.0
The Independent,2000,3.0
Keeping the Faith,2000,3.0
Camera Obscura,2000,3.0
Woman on Top,2000,3.0
About Adam,2000,3.0
Autumn in New York,2000,3.0
All the Pretty Horses,2000,3.0
Proof of Life,2000,2.9
The Beach,2000,2.9
Les filles ne savent pas nager,2000,2.9
Heavy Metal 2000,2000,2.9
Gun Shy,2000,2.9
The Beach,2000,2.9
102 Dalmatians,2000,2.9
The Beach,2000,2.9
The Crow: Salvation,2000,2.9
The Art of War,2000,2.9
Screwed,2000,2.9
Bait,2000,2.9
Duets,2000,2.9
Isn't She Great,2000,2.9
Gossip,2000,2.9
Company Man,2000,2.9
Bounce: Behind the Velvet Rope,2000,2.9
Whatever It Takes,2000,2.9
The Beach,2000,2.9
The Cell,2000,2.8
Bless the Child,2000,2.8
Trixie,2000,2.8
Boys and Girls,2000,2.8
Rugrats in Paris: The Movie - Rugrats II,2000,2.8
Abschied - Brechts letzter Sommer,2000,2.8
Vulgar,2000,2.8
The Skulls,2000,2.8
Scream 3,2000,2.8
Thomas and the Magic Railroad,2000,2.8
Highlander: Endgame,2000,2.8
Vertical Limit,2000,2.8
Secret Society,2000,2.8
Stardom,2000,2.8
"Dude, Where's My Car?",2000,2.8
Baise-moi,2000,2.7
The Watcher,2000,2.7
Committed,2000,2.7
Drowning Mona,2000,2.7
Bedazzled,2000,2.7
Down to You,2000,2.7
The 6th Day,2000,2.7
Nutty Professor II: The Klumps,2000,2.7
The Little Vampire,2000,2.7
Pokémon: The Movie 2000,2000,2.7
Bedazzled,2000,2.7
The Watcher,2000,2.7
Bounce,2000,2.7
The Ladies Man,2000,2.6
Ready to Rumble,2000,2.6
The Next Best Thing,2000,2.6
The Ladies Man,2000,2.6
Loser,2000,2.6
Red Planet,2000,2.6
Lost Souls,2000,2.6
The In Crowd,2000,2.6
Nurse Betty,2000,2.6
The Young Unknowns,2000,2.6
Hollow Man,2000,2.6
The In Crowd,2000,2.6
Loser,2000,2.6
Reindeer Games,2000,2.5
Get Carter,2000,2.5
Get Carter,2000,2.5
Snow Day,2000,2.5
What Planet Are You From?,2000,2.5
Urban Legends: Final Cut,2000,2.5
Supernova,2000,2.4
Whipped,2000,2.4
Dr T and the Women,2000,2.3
The Flintstones in Viva Rock Vegas,2000,2.3
Dungeons & Dragons,2000,2.2
The Adventures of Rocky & Bullwinkle,2000,2.2
Book of Shadows: Blair Witch 2,2000,2.1
Battlefield Earth: A Saga of the Year 3000,2000,1.6
Tout près des étoiles: Les danseurs de l'Opéra de Paris,2001,4.4
War Photographer,2001,4.3
Le fabuleux destin d'Amélie Poulain,2001,4.2
Children Underground,2001,4.2
El hijo de la novia,2001,4.2
Rivers and Tides,2001,4.2
Lagaan: Once Upon a Time in India,2001,4.2
No Man's Land,2001,4.1
Le fate ignoranti,2001,4.1
Riri Shushu no subete,2001,4.1
Elling,2001,4.1
Samsara,2001,4.1
Hedwig and the Angry Inch,2001,4.1
Jump Tomorrow,2001,4.1
The Lord of the Rings: The Fellowship of the Ring,2001,4.1
No Man's Land,2001,4.1
Life and Debt,2001,4.1
Sen to Chihiro no kamikakushi,2001,4.1
Sennen joyû,2001,4.1
Nirgendwo in Afrika,2001,4.0
Waking Life,2001,4.0
Bella Martha,2001,4.0
Der Tunnel,2001,4.0
Waking Life,2001,4.0
Le peuple migrateur,2001,4.0
Nirgendwo in Afrika,2001,4.0
"Was tun, wenn's brennt?",2001,4.0
Abril Despedaçado,2001,3.9
A Beautiful Mind,2001,3.9
Das Experiment,2001,3.9
Shrek,2001,3.9
A Beautiful Mind,2001,3.9
Baran,2001,3.9
Lan yu,2001,3.9
Extreme Days,2001,3.9
The Lost Skeleton of Cadavra,2001,3.9
Dogtown and Z-Boys,2001,3.9
Ni na bian ji dian,2001,3.9
Cowboy Bebop: Tengoku no tobira,2001,3.9
Y tu mamá también,2001,3.9
Gypsy 83,2001,3.9
Koroshiya 1,2001,3.9
El espinazo del diablo,2001,3.9
To End All Wars,2001,3.9
Lucía y el sexo,2001,3.9
Lost and Delirious,2001,3.8
Monsoon Wedding,2001,3.8
La stanza del figlio,2001,3.8
Pauline & Paulette,2001,3.8
American Adobo,2001,3.8
Blow,2001,3.8
La pianiste,2001,3.8
L'emploi du temps,2001,3.8
Very Annie Mary,2001,3.8
Atanarjuat,2001,3.8
Tmavomodrý svet,2001,3.8
La ciénaga,2001,3.8
Me Without You,2001,3.8
Lantana,2001,3.8
L'ultimo bacio,2001,3.8
Intacto,2001,3.8
Bijitâ Q,2001,3.8
Baby Boy,2001,3.8
Sur mes lèvres,2001,3.8
Life as a House,2001,3.8
"Monsters, Inc.",2001,3.8
Revolution OS,2001,3.7
Babí léto,2001,3.7
Mulholland Dr.,2001,3.7
In the Bedroom,2001,3.7
Big Bad Love,2001,3.7
The Man Who Wasn't There,2001,3.7
Super Troopers,2001,3.7
Black Hawk Down,2001,3.7
En kærlighedshistorie,2001,3.7
Goyangileul butaghae,2001,3.7
Moulin Rouge!,2001,3.7
Le placard,2001,3.7
Moulin Rouge!,2001,3.7
Siu lam juk kau,2001,3.7
Chuen jik sat sau,2001,3.7
The Mists of Avalon,2001,3.7
Wet Hot American Summer,2001,3.7
L.I.E.,2001,3.7
The Mists of Avalon,2001,3.7
I Am Sam,2001,3.7
Piñero,2001,3.7
Hatuna Meuheret,2001,3.7
Things Behind the Sun,2001,3.7
The Royal Tenenbaums,2001,3.6
Da wan,2001,3.6
Safar e Ghandehar,2001,3.6
Iris,2001,3.6
My First Mister,2001,3.6
Lawless Heart,2001,3.6
Ocean's Eleven,2001,3.6
The Navigators,2001,3.6
Training Day,2001,3.6
Harry Potter and the Sorcerer's Stone,2001,3.6
Kill Me Later,2001,3.6
"Scotland, Pa.",2001,3.6
Akai hashi no shita no nurui mizu,2001,3.6
Zir-e poost-e shahr,2001,3.6
Two Can Play That Game,2001,3.6
Hundstage,2001,3.6
Juana la Loca,2001,3.6
The Rising Place,2001,3.6
Ocean's Eleven,2001,3.6
Shiqi sui de dan che,2001,3.6
The Other Side of Heaven,2001,3.6
Tape,2001,3.6
Love the Hard Way,2001,3.6
Enemy at the Gates,2001,3.6
Nabbeun namja,2001,3.6
Da wan,2001,3.6
The Holy Land,2001,3.6
Ghost World,2001,3.6
En sång för Martin,2001,3.5
All Over the Guy,2001,3.5
Trouble Every Day,2001,3.5
Bully,2001,3.5
Wasabi,2001,3.5
Gosford Park,2001,3.5
Une hirondelle a fait le printemps,2001,3.5
How High,2001,3.5
Storytelling,2001,3.5
Out Cold,2001,3.5
Friends and Family,2001,3.5
Frailty,2001,3.5
Le pacte des loups,2001,3.5
The Grey Zone,2001,3.5
The Safety of Objects,2001,3.5
Sin noticias de Dios,2001,3.5
Mean Machine,2001,3.5
Tortilla Soup,2001,3.5
Out Cold,2001,3.5
A Knight's Tale,2001,3.5
The Emperor's New Clothes,2001,3.4
Haiku Tunnel,2001,3.4
Suriyothai,2001,3.4
Sweet November,2001,3.4
Hannibal,2001,3.4
Éloge de l'amour,2001,3.4
Last Orders,2001,3.4
Ma femme est une actrice,2001,3.4
Mávahlátur,2001,3.4
Kingdom Come,2001,3.4
Betty Fisher et autres histoires,2001,3.4
Jay and Silent Bob Strike Back,2001,3.4
Brigham City,2001,3.4
Session 9,2001,3.4
Charlotte Gray,2001,3.4
The Wash,2001,3.4
Series 7: The Contenders,2001,3.4
Je rentre à la maison,2001,3.4
Lovely & Amazing,2001,3.4
Buffalo Soldiers,2001,3.4
Serendipity,2001,3.4
Startup.com,2001,3.4
CQ,2001,3.4
Carman: The Champion,2001,3.4
Thirteen Conversations About One Thing,2001,3.4
Trembling Before G-d,2001,3.4
À ma soeur!,2001,3.4
Pavilion of Women,2001,3.4
Raye makhfi,2001,3.4
L'anglaise et le duc,2001,3.4
The Fast and the Furious,2001,3.4
Rare Birds,2001,3.4
The Last Castle,2001,3.4
The Score,2001,3.3
Kairo,2001,3.3
The Man from Elysian Fields,2001,3.3
Prozac Nation,2001,3.3
The Sleepy Time Gal,2001,3.3
From Hell,2001,3.3
Behind Enemy Lines,2001,3.3
Shura Yukihime,2001,3.3
Bridget Jones's Diary,2001,3.3
Kiss of the Dragon,2001,3.3
The Mummy Returns,2001,3.3
Monster's Ball,2001,3.3
No Such Thing,2001,3.3
Spy Game,2001,3.3
Go Tigers!,2001,3.3
Intimacy,2001,3.3
Made,2001,3.3
Ali,2001,3.3
Hearts in Atlantis,2001,3.3
The Deep End,2001,3.3
Human Nature,2001,3.3
The Others,2001,3.3
Porn Star: The Legend of Ron Jeremy,2001,3.3
Rush Hour 2,2001,3.3
Revolution #9,2001,3.3
Pearl Harbor,2001,3.3
Zoolander,2001,3.3
Enigma,2001,3.2
Original Sin,2001,3.2
The Princess Diaries,2001,3.2
American Outlaws,2001,3.2
Enigma,2001,3.2
K-PAX,2001,3.2
Heist,2001,3.2
The Anniversary Party,2001,3.2
Swordfish,2001,3.2
The Shipping News,2001,3.2
The Pledge,2001,3.2
Kids World,2001,3.2
Lucky Break,2001,3.2
Kissing Jessica Stein,2001,3.2
Someone Like You...,2001,3.1
The Majestic,2001,3.1
All the Queen's Men,2001,3.1
Recess: School's Out,2001,3.1
Joy Ride,2001,3.1
The Hole,2001,3.1
The 51st State,2001,3.1
Donnie Darko,2001,3.1
Pokémon 3: The Movie,2001,3.1
Rat Race,2001,3.1
Bandits,2001,3.1
The Caveman's Valentine,2001,3.1
Joy Ride,2001,3.1
Gaudi Afternoon,2001,3.1
The Learning Curve,2001,3.1
The One,2001,3.1
The Hole,2001,3.1
Blow Dry,2001,3.1
Knockaround Guys,2001,3.1
Who Is Cletis Tout?,2001,3.1
The Curse of the Jade Scorpion,2001,3.1
Bandits,2001,3.1
The Triumph of Love,2001,3.1
Sidewalks of New York,2001,3.1
The Business of Strangers,2001,3.1
Megiddo: The Omega Code 2,2001,3.1
Lara Croft: Tomb Raider,2001,3.1
Artificial Intelligence: AI,2001,3.1
Riding in Cars with Boys,2001,3.1
Green Dragon,2001,3.1
High Heels and Low Lifes,2001,3.1
Crazy/Beautiful,2001,3.1
The Cat's Meow,2001,3.1
The Affair of the Necklace,2001,3.1
The Curse of the Jade Scorpion,2001,3.1
The Center of the World,2001,3.0
Thir13en Ghosts,2001,3.0
Don't Say a Word,2001,3.0
Thir13en Ghosts,2001,3.0
Impostor,2001,3.0
Jurassic Park III,2001,3.0
Final Fantasy: The Spirits Within,2001,3.0
"Dieu est grand, je suis toute petite",2001,3.0
The Tailor of Panama,2001,3.0
Scary Movie 2,2001,3.0
Thir13en Ghosts,2001,3.0
Saving Silverman,2001,3.0
Shallow Hal,2001,3.0
Chelsea Walls,2001,3.0
O,2001,3.0
Impostor,2001,3.0
Not Another Teen Movie,2001,3.0
Vanilla Sky,2001,3.0
The Mystic Masseur,2001,3.0
Kate & Leopold,2001,3.0
Zus & zo,2001,3.0
Atlantis: The Lost Empire,2001,2.9
The Mexican,2001,2.9
Captain Corelli's Mandolin,2001,2.9
The Trumpet of the Swan,2001,2.9
3000 Miles to Graceland,2001,2.9
Heartbreakers,2001,2.9
Get Over It,2001,2.9
Head Over Heels,2001,2.9
Get Over It,2001,2.9
Just Visiting,2001,2.9
Domestic Disturbance,2001,2.9
Jeepers Creepers,2001,2.9
The Forsaken,2001,2.9
Dr. Dolittle 2,2001,2.8
The Glass House,2001,2.8
Novocaine,2001,2.8
Double Take,2001,2.8
Bubble Boy,2001,2.8
Birthday Girl,2001,2.8
America's Sweethearts,2001,2.8
Down to Earth,2001,2.8
The Jimmy Show,2001,2.8
See Spot Run,2001,2.8
On the Line,2001,2.8
Joe Dirt,2001,2.8
Joe Dirt,2001,2.8
Osmosis Jones,2001,2.8
Exit Wounds,2001,2.8
World Traveler,2001,2.8
Festival in Cannes,2001,2.8
Amy's Orgasm,2001,2.8
Antitrust,2001,2.8
One Night at McCool's,2001,2.7
Jimmy Neutron: Boy Genius,2001,2.7
Harvard Man,2001,2.7
Pootie Tang,2001,2.7
Bones,2001,2.7
The Château,2001,2.7
Max Keeble's Big Move,2001,2.7
What's the Worst That Could Happen?,2001,2.7
Summer Catch,2001,2.6
Josie and the Pussycats,2001,2.6
Say It Isn't So,2001,2.6
Soul Survivors,2001,2.6
Black Knight,2001,2.6
Soul Survivors,2001,2.6
Hotel,2001,2.6
Freddy Got Fingered,2001,2.5
Jason X,2001,2.5
Valentine,2001,2.5
Driven,2001,2.5
Wendigo,2001,2.4
Ghosts of Mars,2001,2.4
Corky Romano,2001,2.4
Town & Country,2001,2.4
Crocodile Dundee in Los Angeles,2001,2.4
Monkeybone,2001,2.3
Glitter,2001,2.1
MC5*: A True Testimonial,2002,4.5
Paid in Full,2002,4.3
Cidade de Deus,2002,4.3
Dolls,2002,4.2
Mou gaan dou,2002,4.2
Dolls,2002,4.2
Jibeuro,2002,4.2
Tasogare Seibei,2002,4.2
The Lord of the Rings: The Two Towers,2002,4.1
Elsker dig for evigt,2002,4.1
Skins,2002,4.1
Lilja 4-ever,2002,4.1
Être et avoir,2002,4.1
He ni zai yi qi,2002,4.1
I Am Trying to Break Your Heart,2002,4.0
The Pianist,2002,4.0
Gigantic (A Tale of Two Johns),2002,4.0
Kukushka,2002,4.0
